direction,source_rule,target_rule,edge_kind,jump_delta,source_line,source_region,target_region,cross_boundary,source_fact_evidence,target_resolution_evidence,boundary_classification_evidence,raw_jump_or_successor,source_source_lines,source_state_reads,source_state_reads_evidence_class,source_state_writes,source_state_writes_evidence_class,source_escrow_mutations,source_escrow_mutations_evidence_class,source_command_issuance,source_command_issuance_evidence_class,source_pending_object_guards,source_pending_object_guards_evidence_class,source_world_state_milestones,source_world_state_milestones_evidence_class,target_source_lines,target_state_reads,target_state_reads_evidence_class,target_state_writes,target_state_writes_evidence_class,target_escrow_mutations,target_escrow_mutations_evidence_class,target_command_issuance,target_command_issuance_evidence_class,target_pending_object_guards,target_pending_object_guards_evidence_class,target_world_state_milestones,target_world_state_milestones_evidence_class,transition_state_effect,transition_state_effect_evidence_class
OUTGOING,1869,1870,fall-through,,21684,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1869 -> rule 1870,21684-21691,building-type-count-total mill < 1; game-time >= SkipMillTime; goal:gl-build-progress; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-build-progress 2),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,21693-21703,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item MILL1),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress 2),MECHANICALLY_DERIVED
OUTGOING,1870,1871,fall-through,,21693,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1870 -> rule 1871,21693-21703,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-dark-build,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item MILL1),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21706-21716,building-type-count-total mill < 1; can-build mill; current-age >= feudal-age,DIRECT_DONOR_TEXT,(disable-self); (set-goal gl-allow-mill YES),DIRECT_DONOR_TEXT,NONE,NONE,(build mill),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,writes=(set-goal gl-current-build-item MILL1) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
OUTGOING,1871,1872,fall-through,,21706,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1871 -> rule 1872,21706-21716,building-type-count-total mill < 1; can-build mill; current-age >= feudal-age,DIRECT_DONOR_TEXT,(disable-self); (set-goal gl-allow-mill YES),DIRECT_DONOR_TEXT,NONE,NONE,(build mill),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mill < 1),DIRECT_DONOR_TEXT,21718-21722,NONE,NONE,(set-goal goal -12),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(disable-self); (set-goal gl-allow-mill YES) | commands=(build mill),MECHANICALLY_DERIVED
OUTGOING,1872,1873,fall-through,,21718,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1872 -> rule 1873,21718-21722,NONE,NONE,(set-goal goal -12),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21724-21728,building-type-count-total mill == 2,DIRECT_DONOR_TEXT,(set-goal goal -10),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill == 2),DIRECT_DONOR_TEXT,writes=(set-goal goal -12),MECHANICALLY_DERIVED
OUTGOING,1873,1874,fall-through,,21724,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1873 -> rule 1874,21724-21728,building-type-count-total mill == 2,DIRECT_DONOR_TEXT,(set-goal goal -10),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill == 2),DIRECT_DONOR_TEXT,21730-21734,building-type-count-total mill == 3,DIRECT_DONOR_TEXT,(set-goal goal 10),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill == 3),DIRECT_DONOR_TEXT,writes=(set-goal goal -10),MECHANICALLY_DERIVED
OUTGOING,1874,1875,fall-through,,21730,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1874 -> rule 1875,21730-21734,building-type-count-total mill == 3,DIRECT_DONOR_TEXT,(set-goal goal 10),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mill == 3),DIRECT_DONOR_TEXT,21736-21746,building-type-count-total mill < 4; can-build mill; goal:MILL,DIRECT_DONOR_TEXT,(set-goal MILL NO),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: mill c: 1); (up-build place-control 0 c: mill); (up-set-placement-data me mill g: goal),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mill < 4),DIRECT_DONOR_TEXT,writes=(set-goal goal 10),MECHANICALLY_DERIVED
OUTGOING,1875,1876,fall-through,,21736,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1875 -> rule 1876,21736-21746,building-type-count-total mill < 4; can-build mill; goal:MILL,DIRECT_DONOR_TEXT,(set-goal MILL NO),DIRECT_DONOR_TEXT,NONE,NONE,(up-assign-builders c: mill c: 1); (up-build place-control 0 c: mill); (up-set-placement-data me mill g: goal),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mill < 4),DIRECT_DONOR_TEXT,21748-21760,building-type-count-total farm > 20; building-type-count-total farm > 28; building-type-count-total farm > 38; building-type-count-total mill < 2; building-type-count-total mill < 3; building-type-count-total mill < 4; goal:MILL; up-pending-placement c: mill,DIRECT_DONOR_TEXT,(set-goal MILL YES),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-pending-placement c: mill),DIRECT_DONOR_TEXT,"(and(building-type-count-total mill < 2)
    (building-type-count-total farm > 20)); (and(building-type-count-total mill < 3)
    (building-type-count-total farm > 28)); (and(building-type-count-total mill < 4)
    (building-type-count-total farm > 38)); (building-type-count-total farm > 20); (building-type-count-total farm > 28); (building-type-count-total farm > 38); (building-type-count-total mill < 2); (building-type-count-total mill < 3); (building-type-count-total mill < 4); (or	(and(building-type-count-total mill < 2)
    (building-type-count-total farm > 20))
    (or	(and(building-type-count-total mill < 3)
    (building-type-count-total farm > 28))
    (and(building-type-count-total mill < 4)
    (building-type-count-total farm > 38)))); (or	(and(building-type-count-total mill < 3)
    (building-type-count-total farm > 28))
    (and(building-type-count-total mill < 4)
    (building-type-count-total farm > 38)))",DIRECT_DONOR_TEXT,writes=(set-goal MILL NO) | commands=(up-assign-builders c: mill c: 1); (up-build place-control 0 c: mill); (up-set-placement-data me mill g: goal),MECHANICALLY_DERIVED
OUTGOING,1876,1877,fall-through,,21748,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1876 -> rule 1877,21748-21760,building-type-count-total farm > 20; building-type-count-total farm > 28; building-type-count-total farm > 38; building-type-count-total mill < 2; building-type-count-total mill < 3; building-type-count-total mill < 4; goal:MILL; up-pending-placement c: mill,DIRECT_DONOR_TEXT,(set-goal MILL YES),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,(up-pending-placement c: mill),DIRECT_DONOR_TEXT,"(and(building-type-count-total mill < 2)
    (building-type-count-total farm > 20)); (and(building-type-count-total mill < 3)
    (building-type-count-total farm > 28)); (and(building-type-count-total mill < 4)
    (building-type-count-total farm > 38)); (building-type-count-total farm > 20); (building-type-count-total farm > 28); (building-type-count-total farm > 38); (building-type-count-total mill < 2); (building-type-count-total mill < 3); (building-type-count-total mill < 4); (or	(and(building-type-count-total mill < 2)
    (building-type-count-total farm > 20))
    (or	(and(building-type-count-total mill < 3)
    (building-type-count-total farm > 28))
    (and(building-type-count-total mill < 4)
    (building-type-count-total farm > 38)))); (or	(and(building-type-count-total mill < 3)
    (building-type-count-total farm > 28))
    (and(building-type-count-total mill < 4)
    (building-type-count-total farm > 38)))",DIRECT_DONOR_TEXT,21766-21779,building-type-count-total mining-camp >= 1; can-build-with-escrow mining-camp; game-time < 1200; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-normal gl-escrow-state c: mining-camp),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp >= 1),DIRECT_DONOR_TEXT,writes=(set-goal MILL YES),MECHANICALLY_DERIVED
OUTGOING,1877,1878,fall-through,,21766,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1877 -> rule 1878,21766-21779,building-type-count-total mining-camp >= 1; can-build-with-escrow mining-camp; game-time < 1200; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-normal gl-escrow-state c: mining-camp),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp >= 1),DIRECT_DONOR_TEXT,21781-21796,building-type-count-total mining-camp < 1; can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-focus-player-number 0),DIRECT_DONOR_TEXT,NONE,NONE,(up-find-remote c: gold-mine c: 40); (up-full-reset-search); (up-set-target-point home-x),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp < 1),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5) | commands=(up-build place-normal gl-escrow-state c: mining-camp),MECHANICALLY_DERIVED
OUTGOING,1878,1879,fall-through,,21781,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1878 -> rule 1879,21781-21796,building-type-count-total mining-camp < 1; can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-focus-player-number 0),DIRECT_DONOR_TEXT,NONE,NONE,(up-find-remote c: gold-mine c: 40); (up-full-reset-search); (up-set-target-point home-x),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp < 1),DIRECT_DONOR_TEXT,21798-21809,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy; goal:gl-tenth-turn,DIRECT_DONOR_TEXT,(set-goal SPLIT 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-strategic-number sn-focus-player-number 0) | commands=(up-find-remote c: gold-mine c: 40); (up-full-reset-search); (up-set-target-point home-x),MECHANICALLY_DERIVED
OUTGOING,1879,1880,fall-through,,21798,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1879 -> rule 1880,21798-21809,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy; goal:gl-tenth-turn,DIRECT_DONOR_TEXT,(set-goal SPLIT 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21811-21827,goal:SPLIT,DIRECT_DONOR_TEXT,(set-goal SPLIT 0); (set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 10); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(set-goal SPLIT 1),MECHANICALLY_DERIVED
OUTGOING,1880,1881,fall-through,,21811,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1880 -> rule 1881,21811-21827,goal:SPLIT,DIRECT_DONOR_TEXT,(set-goal SPLIT 0); (set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 10); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21829-21835,goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress KrushGoldMCNumber),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal SPLIT 0); (set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 10); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),MECHANICALLY_DERIVED
OUTGOING,1881,1882,fall-through,,21829,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1881 -> rule 1882,21829-21835,goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress KrushGoldMCNumber),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21837-21844,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item GOLDMC1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress KrushGoldMCNumber),MECHANICALLY_DERIVED
OUTGOING,1882,1883,fall-through,,21837,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1882 -> rule 1883,21837-21844,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item GOLDMC1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21846-21854,goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(disable-self); (up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-current-build-item GOLDMC1),MECHANICALLY_DERIVED
OUTGOING,1883,1884,fall-through,,21846,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1883 -> rule 1884,21846-21854,goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(disable-self); (up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21857-21870,building-type-count-total mining-camp >= 1; can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-fifth-turn; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-normal gl-escrow-state c: mining-camp),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp >= 1),DIRECT_DONOR_TEXT,writes=(disable-self); (up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1884,1885,fall-through,,21857,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1884 -> rule 1885,21857-21870,building-type-count-total mining-camp >= 1; can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-fifth-turn; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,NONE,NONE,(up-build place-normal gl-escrow-state c: mining-camp),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp >= 1),DIRECT_DONOR_TEXT,21872-21887,building-type-count-total mining-camp < 1; can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-focus-player-number 0),DIRECT_DONOR_TEXT,NONE,NONE,(up-find-remote c: gold-mine c: 40); (up-full-reset-search); (up-set-target-point home-x),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp < 1),DIRECT_DONOR_TEXT,writes=(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5) | commands=(up-build place-normal gl-escrow-state c: mining-camp),MECHANICALLY_DERIVED
OUTGOING,1885,1886,fall-through,,21872,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1885 -> rule 1886,21872-21887,building-type-count-total mining-camp < 1; can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-strategic-number sn-focus-player-number 0),DIRECT_DONOR_TEXT,NONE,NONE,(up-find-remote c: gold-mine c: 40); (up-full-reset-search); (up-set-target-point home-x),DIRECT_DONOR_TEXT,NONE,NONE,(building-type-count-total mining-camp < 1),DIRECT_DONOR_TEXT,21889-21900,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy; goal:gl-tenth-turn,DIRECT_DONOR_TEXT,(set-goal SPLIT 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-strategic-number sn-focus-player-number 0) | commands=(up-find-remote c: gold-mine c: 40); (up-full-reset-search); (up-set-target-point home-x),MECHANICALLY_DERIVED
OUTGOING,1886,1887,fall-through,,21889,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1886 -> rule 1887,21889-21900,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause; goal:gl-strategy; goal:gl-tenth-turn,DIRECT_DONOR_TEXT,(set-goal SPLIT 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21902-21918,goal:SPLIT,DIRECT_DONOR_TEXT,(set-goal SPLIT 0); (set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 10); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(set-goal SPLIT 1),MECHANICALLY_DERIVED
OUTGOING,1887,1888,fall-through,,21902,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1887 -> rule 1888,21902-21918,goal:SPLIT,DIRECT_DONOR_TEXT,(set-goal SPLIT 0); (set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 10); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5),DIRECT_DONOR_TEXT,(release-escrow wood); (set-escrow-percentage wood 0),DIRECT_DONOR_TEXT,(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21920-21926,goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress GoldMC1Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal SPLIT 0); (set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 10); (set-strategic-number sn-placement-fail-delta 0); (set-strategic-number sn-placement-zone-size 5) | escrow=(release-escrow wood); (set-escrow-percentage wood 0) | commands=(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),MECHANICALLY_DERIVED
OUTGOING,1888,1889,fall-through,,21920,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1888 -> rule 1889,21920-21926,goal:gl-build-progress; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-build-progress GoldMC1Number),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21928-21936,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item GOLDMC1),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-build-progress GoldMC1Number),MECHANICALLY_DERIVED
OUTGOING,1889,1890,fall-through,,21928,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1889 -> rule 1890,21928-21936,goal:gl-build-progress; goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(set-goal gl-current-build-item GOLDMC1),DIRECT_DONOR_TEXT,(set-escrow-percentage wood LOW-ESCROW),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,21938-21945,goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(set-goal gl-current-build-item GOLDMC1) | escrow=(set-escrow-percentage wood LOW-ESCROW),MECHANICALLY_DERIVED
OUTGOING,1890,1891,fall-through,,21938,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1890 -> rule 1891,21938-21945,goal:gl-current-build-item; goal:gl-strategy,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21948-21952,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,writes=(up-modify-goal gl-build-progress c:+ 1),MECHANICALLY_DERIVED
OUTGOING,1891,1892,fall-through,,21948,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1891 -> rule 1892,21948-21952,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,21954-21967,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause,DIRECT_DONOR_TEXT,(set-strategic-number sn-focus-player-number 0),DIRECT_DONOR_TEXT,NONE,NONE,(up-find-remote c: gold-mine c: 30); (up-full-reset-search); (up-set-target-point home-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE
OUTGOING,1891,1896,up-jump,5,21948,R07,R07,NO,DIRECT_DONOR_TEXT,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,(up-jump-rule 5),21948-21952,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,22007-22013,building-type-count-total mining-camp >= 3; goal:gl-current-build-item,DIRECT_DONOR_TEXT,(up-modify-goal gl-build-progress c:+ 1),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,NONE,NONE,(building-type-count-total mining-camp >= 3),DIRECT_DONOR_TEXT,NONE,NONE
OUTGOING,1892,1893,fall-through,,21954,R07,R07,NO,MECHANICALLY_DERIVED_SOURCE_ORDER,MECHANICALLY_DERIVED,MECHANICALLY_CLASSIFIED,rule 1892 -> rule 1893,21954-21967,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause,DIRECT_DONOR_TEXT,(set-strategic-number sn-focus-player-number 0),DIRECT_DONOR_TEXT,NONE,NONE,(up-find-remote c: gold-mine c: 30); (up-full-reset-search); (up-set-target-point home-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,21969-21987,can-build-with-escrow mining-camp; goal:gl-current-build-item; goal:gl-progression-pause,DIRECT_DONOR_TEXT,(set-strategic-number sn-allow-adjacent-dropsites 0); (set-strategic-number sn-dropsite-separation-distance 25); (set-strategic-number sn-placement-fail-delta 2); (set-strategic-number sn-placement-zone-size 15),DIRECT_DONOR_TEXT,(release-escrow wood),DIRECT_DONOR_TEXT,(up-build place-point 0 c: mining-camp); (up-get-point position-object point-x); (up-set-target-point point-x),DIRECT_DONOR_TEXT,NONE,NONE,NONE,NONE,writes=(set-strategic-number sn-focus-player-number 0) | commands=(up-find-remote c: gold-mine c: 30); (up-full-reset-search); (up-set-target-point home-x),MECHANICALLY_DERIVED
